label,text
2,"defiro o pedido de desarquivamento dos autos, em razão da urgência explicitada pela parte. "
0,"defiro a cota ministerial retro, remetendo-se os autos ao contador do juízo. "
0,"decide a segunda câmara cível do tribunal de justiça do estado do acre, à unanimidade, dar provimento ao apelo, nos termos do voto da relatora e das mídias digitais gravadas. "
3,"julgo improcedentes os presentes embargos, conforme fundamentação supra, a qual integra este decisum como se aqui estivesse transcrita. "
1,homologada a transação 
1,"homologo o cálculo de fls. 53, determinando que, decorrido o prazo de recurso, havendo imposto a ser pago, seja expedida a respectiva guia para o recolhimento. "
1,"julgo extinto o processo sem julgamento do mérito, na forma do artigo 485, iii do cpc. "
3,"defiro o pedido formulado pelo reclamante na petição id b28e154 para declarar instaurado o incidente de desconsideração da personalidade jurídica, e suspendo o curso da execução, com base no art. 855-a, clt, inserido pela lei n. 13.467/17, que de forma expressa, determina a aplicação do incidente de desconsideração da personalidade jurídica previsto nos art. 133 a 137, ncpc/15. "
2,"julgo parcialmente procedente a ação e o faço nesses termos: condeno os requeridos, solidariamente, às obrigações de fazer - desfazimento do loteamento com a restauração do estado primitivo do imóvel, retirando do local todos os vestígios do parcelamento, notadamente marcos de quadras, lotes e vias de circulação. condeno josé oliveira nobre ao reembolso dos prejuízos aos adquirentes dos lotes, incluindo-se o valor das benfeitorias que fizeram, o que será apurado em posterior liquidação, se for o caso, bem como, ao pagamento de indenização pelos danos urbanísticos e ambientais, a serem apurados em liquidação. "
1,"homologo a desistência em relação a emerson miedzielski, vítor divino alves, edair aparecido queiroz monteiro e julgo extinto o feito em relação a estas partes com fulcro no art. 485, vii, do cpc b) julgo extinto o processo sem resolução do mérito em relação a rio claro corretora de seguros ltda, com fulcro no art. 485, vi, do cpc c) julgo improcedentes os pedidos formulados na ação e deixo de apreciar os formulados na denunciação pelos motivos acima aduzidos, resolvendo o mérito do feito em relação às demais partes, nos termos do art. 487, i, do cpc condeno a autora ao pagamento das custas e despesas processuais da ação, bem como aos honorários advocatícios do patrono dos réus riclan e rio claro, os quais fixo em 10% do valor da causa corrigido a contar da distribuição, observando que o valor será repartido igualmente entre os patronos destes litisconsortes passivos e deixo de condenar a denunciante riclan ao pagamento de custas, despesas processuais e honorários advocatícios em razão da revelia da denunciada porto seguro. "
2,"julgo procedente a ação popular promovida por irene rodrigues da costa carvalho contra o então prefeito de lins. declaro inconstitucional a lei municipal n. condeno a ré ""paes de lima"" a ressarcir à prefeitura de lins, o valor de cr$ 5.974.980,00 ( cinco milhões, novecentos e setenta e quatro mil e novecentos e oitenta cruzeiros ). condeno ainda, subsidiariamente e solidariamente entre si, os réus cilmar machado dos santos, andré luiz martin, antônio gelis, edson ferreira batista, heitor teixeira da silva, ismael castro de araújo. condeno a ré ""paes de lima' e subsidiarimente e solidariamente os demais réus, à exceção da prefeitura de lins, a pagar honorários advocatícios à autora que, arbitro por eqüidade, em dez mil reais, diante do trabalho realizado e o tempo transcorrido no curso desta, além das custas e despesas processuais comprovadas nos autos. "
0,"julgo extinta a presente execução fiscal nos termos do artigo 794, i, do código de processo civil. "
2,"julgo procedente o pedido para cassar o acórdão prolatado pelo tribunal regional do trabalho da 3ª região no processo nº 0000002-31.2015.5.03.0035, relativamente à admissão de responsabilidade subsidiária do ente público"". "
0,defiro o pedido de sobrestamento do feito pelo prazo requerido. 
0,defiro o pedido de abandamento. 
1,"julgo extinto o processo, na forma do artigo 48... "
2,homologo o projeto de sentença proferido na forma do art.40 da lei 9.099/95. 
3,"julgo extinto o processo, com resolu??o do m?rito, pelo reconhecimento da prescri??o, quanto aos pedidos de danos materiais de r$ 20.000,00, lucros cessantes de r$ 175.000,00, e danos morais de r$ 760.000,00. julgo improcedente a pretens?o de declara??o de nulidade dos contratos preestabelecidos entre as partes, bem como, de devolu??o das quantias pagas, na forma do art. 269, inc. condeno a parte autora ao ressarcimento das despesas processuais e ao pagamento dos honor?rios advocat?cios arbitrados em 5% sobre o valor da causa, na forma do art. 20, ? 4?, do cpc, no entanto, diante da gratuidade processual deferida, suspendo a exigibilidade dessa condena??o, na forma do art. 12 da lei no. "
3,"defiro o aditamento de id retifique-se a autuação para incluir no polo passivo azul linhas aéreas brasileiras s.a, notificando-a. "
1,"julgo extinto o processo sem resolução do mérito em relação ao executado josé eduardo martinho hornos, com fundamento no art. 485, iv e vi, do cpc (ilegitimidade de parte), devendo a execução prosseguir somente em relação a tatiana dos anjos oliveira hornos, restando prejudicada a sucessão deferida às fls. 89, até porque não foram citados todos os herdeiros/sucessores de fls. 87/88.no mais, considerando que o despacho determinando a citação dos réus foi proferido por juízo incompetente e que o prazo para pagamento ou apresentação de embargos de tatiana dos anjos oliveira hornos não havia iniciado em razão da ausência de citação do então corréu josé eduardo, determino a realização de nova citação de tatiana, na forma do art. 701 do cpc.após o trânsito em julgado desta decisão, remetam-se os autos ao sedi para exclusão de jose eduardo do polo passivo, bem como dos sucessores manuela e joão pedro.intimem-se, inclusive o mpf.publique-se. "
3,defiro o pedido de antecipação dos efeitos da tutela e determino a imediata liberação das quantias existentes em contas vinculadas em nome da parte reclamante relativas ao contrato de trabalho em questão. 
3,defiro o requerimento id 700ba55. 
0,"declaro prescrita a pretensão relativa aos créditos trabalhistas anteriores a 02/01/2012, ou seja, a 5 (cinco) anos anteriores à propositura da ação trabalhista. defiro o pedido de pagamento do fgts do período (art. defiro a repercussão do adicional de periculosidade sobre o aviso prévio indenizado (art. 487, clt lei 12506/2011), férias acrescidas de um terço (arts. 142 e 146, clt), fgts (art. defiro o pedido de aplicação da multa do art. 477, parágrafo 8º, da clt, fazendo jus o reclamante ao pagamento da multa correspondente a 1 (um) salário da parte empregada. defiro o pedido do autor de pagamento das diferenças salariais relativas ao reajuste convencional sobre os salários do período imprescrito, previstos nas cct 2011/2012, 2012/2013, 2013/2014, 2014/2015, 2015/2016, nos percentuais acima informados. defiro o pedido de incidência das diferenças salariais sobre o fgts (art. "
0,"declaro que os documentos apresentados com a peça vestibular, embora estejam fotocopiados, são autênticos, verdadeiros e demonstrando a veracidade do transcrito. "
1,"julgo extinto o processo sem resolução do mérito, nos termos do art. 485, ii e iii, c/c art. 354, ambos do cpc, sem prejuízo dos direitos da fazenda pública em eventual aparecimento de bens desconhecidos ou sonegados ou recolhimento do icd com os dados constantes dos autos. "
1,"defiro a medida liminar de busca e apreensão do bem descrito na peça inaugural, sendo a entrega do mesmo, realizada ao representante do suplicante constante na inicial, vez que demonstrada a mora do demandado, comprovada na forma da lei. "
0,"julgo inteiramente improcedentes os pedidos aduzidos pelos requerentes, decidindo a lide com resolução do mérito.condeno os requerentes ao pagamento das custas e dos honorários advocatícios, arbitrados em r$ 20.000,00, posteriormente rateados entre os curadores nomeados.certificado o trânsito em julgado, aguarde-se, no arquivo provisório, eventual manifestação por parte de qualquer interessado. "
0,"julgo extinta a presente execução, bem como as de nº 904/92, 906/92 e 209/92, com fundamento no artigo 794, i do cpc. "
0,defiro prazo suplementar de 60 dias. 
3,"homologo os cálculos de id ce28437 para os efeitos legais, fixando o valor total da condenação em r$ 16.608,66, sendo: r$ 22.457,79 de crédito do exequente r$ 1.992,54 de contribuição a ser repassada a petros pela patrocinadora (petrobrás). "
0,defiro a vista dos autos pelo prazo de dez dias. 
0,defiro desde já o levantamento dos valores bloqueados e depositados a fls. 39. 
1,"julgo extinto o processo sem resolução do mérito, com fundamento no art. 485, inciso iii, do código de processo civil. "
3,defiro ao reclamante o prazo de 30 (trinta) dias para inserir todas as peças no processo eletrônico. 
2,defiro parcialmente o retro requerido. 
3,defiro o requerimento formulado no id nº d234aba. 
1,"julgo extinto o processo sem resolução do mérito em relação ao pedido referente à atividade exercida de 06.3.1978 a 01.9.1991, nos termos do art. 485, vi, do código de processo civil.julgo improcedente o pedido formulado por antônio carlos de souza lima em face do instituto nacional do seguro social - inss, e deixo de determinar a esse último que proceda à averbação como tempo de atividade especial do autor dos períodos de 09.12.1976 a 02.3.1977, 26.4.1977 a 30.4.1977, 17.10.1977 a 03.3.1978, 02.1.1995 a 29.1.1996, 02.5.1996 a 31.5.1996, de 02.8.2004 a 27.3.2008, 28.3.2008 a 29.9.2010 e de 30.9.2010 a 09.1.2012.deixo de determinar a revisão da renda mensal inicial do benefício do autor sem a incidência do fator previdenciário. condeno o autor no pagamento das despesas processuais e honorários de advogado de dez por cento do valor da causa, ficando a exigibilidade de tais verbas suspensa na forma do artigo 98, 3º, do código de processo civil, tendo em vista ser a parte autora beneficiária da justiça gratuita.junte(m)-se aos autos a(s) consulta(s) extraída(s) dos sistemas informatizados da previdência social (plenus e/ou cnis), referente(s) à parte autora.publique-se. "
2,"julgo improcedente a pretensão e, como todos os demais pedidos estão atrelados ao reconhecimento do liame empregatício, resulta prejudicada a respectiva análise."" (fl.338) tal decisão merece reforma. nego provimento ao recurso ordinário, mantendo incólume a sentença que reconheceu o vínculo empregatício com a reclamada."" por todos os motivos acima expostos, com fulcro no art. 9º da clt e item i da súmula 331 do tst, considerando que houve fraude na contratação de trabalho autônomo, reconheço o vínculo empregatício do reclamante diretamente com a fedex brasil logística e transporte s/a., na função de motorista, determinando a anotação de sua ctps pelo empregador, no prazo 10 dias, contados de sua notificação para essa finalidade específica, depois do trânsito em julgado desta decisão, sob pena de multa diária de r$ 50,00, até o limite de r$ 1.000,00. "
3,"defiro o pedido liminar, para determinar ao dnit a imediata suspensão do pregão eletrônico nº 0663/2012-17, em relação ao grupo 01 , até a prolação de decisão final no presente feito. "
0,"acolho em parte e homologo os cálculos readequados, conforme apresentado pela perita junto com sua manifestação (id 1271733). acolho e homologo os cálculos periciais, neste particular. decide a 1ª vara do trabalho de cornélio procópio-pr, conhecer da impugnação aos cálculos e, no mérito, julgá-la parcialmente procedente, pelos motivos e nos exatos termos e limites contidos na fundamentação. homologo os cálculos periciais readequados às fls. 2444/2472 (id bbf4a9d- pág. "
0,"defiro o petitório de fls. 775, expeça-se alvará judicial, com as devidas cautelas legais, certificando nos autos do inventário de nº. 1403-91.2013.8.17.0230, anexando-se cópia do expediente. "
1,"julgo extinto o processo, sem resolução do mérito, na forma do que dispõe o art.267, iii do cpc. "
2,"julgo procedente o pedido para, desde já, reconhecer a formação de grupo econômico entre as reclamadas e a responsabilidade solidária das mesmas por eventuais obrigações e créditos resultantes da presente demanda. declaro o pagamento mensal de gratificação, atribuindo-lhe natureza salarial, para integrá-las à remuneração a fim de refletir nas férias, 13º salários, dsr e fgts 40% do período e aviso. julgo totalmente procedente o pedido para condenar o reclamado a pagar ao reclamante, as seguintes parcelas: saldo de salário de salário de 07 dias laborados em novembro de 2014, aviso prévio indenizado, férias integrais e simples de 2013/2014 férias proporcionais e simples de 2014/2015 em 4/12 avos terço constitucional de férias 13º salários proporcionais de 11/12 de 2014 fgts incidente, na proporção de 8%, sobre os salários e 13º salário multa rescisória de 40% do fgts multa pelo atraso no pagamento da rescisão no importe de r$ 2.332,41. julgo improcedente o pedido de condenação da reclamada ao pagamento de honorários advocatícios. julgo totalmente procedentes os pedidos para:a)declarar a formação de grupo econômico entre as reclamadas bem como a natureza salarial da gratificação de r$ 700,00 mensais percebidas pelo autor, ao longo do contratob) condenar os reclamados, solidariamente, a pagar ao reclamante a quantia líquida de r$ 24.087,60, conforme demonstrativo anexo que passa a fazer parte integrante desta sentença para todos os fins, a título de: c)saldo de salário de salário de 07 dias laborados em novembro de 2014, aviso prévio indenizado, férias integrais e simples de 2013/2014 férias proporcionais e simples de 2014/2015 em 4/12 avos terço constitucional de férias 13º salários proporcionais de 11/12 de 2014 fgts incidente, na proporção de 8%, sobre os salários e 13º salário multa rescisória de 40% do fgts multa pelo atraso no pagamento da rescisão no importe de r$ 2.332,41. "
0,"julgo extinta a presente execução fiscal, em face da prescrição intercorrente do crédito tributário (art. 40, §4º, da lef c.c. "
2,"julgo procedente o pedido, para determinar ao inss que reconhe?a, como tempo especial, o per?odo de 10.6.1976 a 31.7.1991, trabalhado ? empresa rohm and haas qu?mica ltda., implantando-se a aposentadoria por tempo de contribui??o integral.t?pico s?ntese (provimento conjunto n? 69/2006):nome do benefici?rio: jos? sivalde de oliveira.n?mero do benef?cio: 153.993.309-9.benef?cio concedido: aposentadoria por tempo de contribui??o integral.renda mensal atual: a calcular pelo inss.data de in?cio do benef?cio: por ora, na data de ci?ncia da decis?o.renda mensal inicial: a calcular pelo inss.data do in?cio do pagamento: por ora, na data de ci?ncia da decis?o.cpf: 019.580.918-12.nome da m?e izabel sivalde de oliveira.pis/pasep 106.805.000-54.endere?o: rua da para?ba, n? 216, jardim das ind?strias, s?o jos? dos campos/sp.condeno o inss, ainda, ao pagamento dos valores devidos em atraso, sobre os quais ser?o aplicados, para fins de atualiza??o monet?ria e compensa??o da mora, por uma ?nica vez, os ?ndices oficiais de remunera??o b?sica e juros aplicados ? caderneta de poupan?a.considerando que o inss sucumbiu integralmente, condeno-o, finalmente, ao pagamento de honor?rios advocat?cios, que fixo em 10% (dez por cento) sobre o valor das presta??es vencidas at? a presente data.senten?a sujeita ao duplo grau de jurisdi??o obrigat?rio, nos termos do art. 475, i, do cpc.p.r.i. "
3,julgo improcedente o pedido contido na exordial.sem custas na forma do art. 55 da lei 9099/95.p.r.i. 
2,homologo os cálculos de fls.386/388. 
3,nego provimento ao agravo de instrumento. 
2,"julgo parcialmente procedente o pedido da parte autora, para condenar o município de são sebastião - al a pagar, em seu favor, o adicional de noturno e de insalubridade em seu grau o adicional de insalubridade em seu grau médio (20%) sobre os vencimentos básicos, referente ao período correspondente a cinco anos antes da propositura da ação até a efetiva implantação do adicional, bem como às diferenças devidas com a consequente incidência do adicional para cálculo dos 13º salários, tudo a ser corrigido monetariamente e acrescido de juros de mora nos termos do art. 1º-f da lei nº 9.494/97, a ser devidamente apurado por ocasião da liquidação do julgado. condeno a parte ré ao pagamento das custas processuais e honorários advocatícios, que arbitro em r$ 1.500,00 (hum mil e quinhentos reais), nos termos do art. 20, §4º, do código de processo civil. "
0,"declaro que no dia 28 (vinte e oito) de fevereiro de 2014 não haverá sessão ordinária da 3ª câmara cível, em razão do aludido presidente ter atendido ao pleito formulado pelo des. "
2,"julgo procedente a demanda, condenando o requerido a pagar à autora a quantia de r$ 82.322,32, atualizada monetariamente pelos índices da tabela prática do egrégio tribunal de justiça de são paulo, desde o ajuizamento, e com a incidência de juros legais, na ordem de 1%, ao mês, a partir da citação. declaro extinto o processo, com julgamento do mérito, nos termos do artigo 269, i, do código de processo civil. "
2,"defiro o pedido de concessão do benefício da justiça gratuita à autora. acolho a preliminar para declarar a incompetência material da justiça do trabalho, extinguindo, em consequência, o processo sem resolução do mérito (art. 485, iv, do novo código de processo civil) relativamente ao pedido de regularização das contribuições previdenciárias pertinentes ao vínculo empregatício. acolho a jornada de trabalho declinada na exordial, no que foi confirmado pelas testemunhas. defiro o pedido de pagamento de horas extras, assim consideradas aquelas excedentes da oitava hora diária, integração salarial e diferenças reflexas de aviso prévio, 13º salário, férias com o terço constitucional, repouso semanal remunerado e indenização equivalente aos depósitos em conta vinculada ao fgts mais a multa de 40% sobre o total dos depósitos. defiro o pedido de pagamento do intervalo intrajornada, integração salarial e diferenças reflexas de aviso prévio, 13º salário, férias com o terço constitucional, repouso semanal remunerado e indenização equivalente aos depósitos em conta vinculada ao fgts mais a multa de 40% sobre o total dos depósitos, tendo em vista que a alteração do art. 41 da clt e sua redação atual, dada pela chamada reforma trabalhista, em sentido contrário, não pode ser aplicada a contratos já em vigor antes do início da sua vigência, quando resultar em perdas de direitos já adicionados ao contrato de trabalho. defiro o pedido de pagamento da diferença do repouso semanal remunerado em face das horas extras, integração salarial e diferenças reflexas de aviso prévio, 13º salário, férias com o terço constitucional e indenização equivalente aos depósitos em conta vinculada ao fgts mais a multa de 40% sobre o total dos depósitos. defiro o pedido de pagamento de indenização por dano moral, arbitrada no valor de r$ 10.000,00 (dez mil reais). defiro o pedido de pagamento de um adicional salarial, abitrado no percentual de 15% (quinze por cento) sobre o salário mensal do reclamante, a título de acúmulo de funções, diferenças salariais, integração salarial e diferenças reflexas de aviso prévio, 13º salário, férias com o terço constitucional, repouso semanal remunerado e indenização equivalente aos depósitos em conta vinculada ao fgts mais a multa de 40% sobre o total dos depósitos. condeno as reclamadas a pagarem ao advogado do reclamante honorários advocatícios à razão de 15% (quinze por cento) do valor da condenação. julgo parcialmente procedentes os pedidos formulados por thiago conceição souza, para condenar as reclamadas, original clean soluções em higienização profissional e equipamentos eirelli - epp, serviço social do comércio (sesc) - administração regional no estado da bahia, município do salvador, hospital santo amaro (fundação josé silveira), hospital da bahia s/a, empresa brasileira de infraestrutura aeroportuária - infraero e cencosud brasil comercial ltda, sendo a primeira como devedora principal e as demais (segunda, terceira, quarta, quinta, sexta e sétima) como responsáveis subsidiárias, a lhe pagarem as parcelas deferidas nos termos da fundamentação supra como se neste decisum estivesse transcrita. "
0,.homologo os cálculos apresentados pelo contador do juízo (id. 
0,"nego provimento.responsabilidade subsidiáriaa litisconsorte manifesta-se inconformada com a sentença, sustentando que não firmou contrato de terceirização com a empregadora do reclamante, havendo sido indevidamente condenada. nego provimento.conclusãoante o exposto, nego provimento ao recurso ordinário interposto em procedimento sumaríssimo.acórdãocabeçalho do acórdãoacórdãoacordam os desembargadores da 2ª turma do tribunal regional do trabalho da sexta região, por unanimidade, negar provimento ao recurso ordinário interposto em procedimento sumaríssimo. "
0,homologo o plano de partilha apresentado a fls. 196/199 para que surta seus jurídicos e legais efeitos. 
1,"defiro a medidas pretendida para determinar, sob pena de multa de r$ 1.000,00 (mil reais) por ato de descumprimento e prisão por desobediência: a proibição do requerido de se aproximar da requerida, devendo o requerido manter distância mínima de 500 metros da requerida e de seus familiares, até que o fato e as demais medidas pretendidas possam ser apreciados pelo juízo competente, ficando, também, o requerido proibido de travar qualquer contato com a requerente, seus familiares por qualquer meio de comunicação. "
1,julgo extinto o processo sem resolução do mérito. 
0,"nego provimento.? conforme se infere do acórdão, foi reconhecida a unicidade contratual com amparo no conjunto probatório dos autos, que revelou a ausência de interrupção na prestação de serviços para os proprietários do imóvel. nego provimento.? verifica-se que a condenação do reclamado na comprovação do recolhimento do fgts referente ao período de 1º.5.1996 a 3.11.2010 está amparada nas circunstâncias específicas dos autos, não se vislumbrando, assim, afronta à literalidade do artigo 818 da clt. nego provimento.? conforme se depreende, a condenação do reclamado no pagamento em dobro das férias referentes aos períodos em questão está amparado no conteúdo probatório dos autos, que revelou o vínculo empregatício de 1º.5.1996 a 3.11.2010 e a ausência do pagamento devido, inclusive relativo às férias de 2007/2008 e 2008/2009. condeno a embargante ao pagamento de multa, na importância de 1% sobre o valor da causa, nos termos do art. 538, parágrafo único, do cpc.? infere-se que a turma regional imputou a multa em epígrafe à recorrente, por entender que restou evidente a sua firmado por assinatura digital em 24/04/2019 pelo sistema assinejus da justiça do trabalho, conforme mp 2.200-2/2001, que instituiu a infra-estrutura de chaves públicas brasileira. nego provimento aos embargos declaratórios. "
3,julgo improcedentes os embargos de terceiro. 
2,"defiro a juntada do depoimento, considerando que foi prestado em 06/10/2015, momento posterior ao prazo concedido nestes autos. "
1,"defiro o pedido liminar, determinando a expedição de mandado de busca e apreensão do bem alienado, depositando-o em favor do autor, ou depositário de sua confiança. "
3,"pronuncio o réu cicero vitorino dos santos, vulgo ""ciço paulada"", todos já qualificado nos autos, como incurso nas sanções do art. 121, §2º, ii e iv c/c art. 29 do cp, por duas vezes, para que seja oportunamente submetido a julgamento pelo tribunal do júri popular desta comarca. "
1,extinto o processo por abandono da causa pelo autor 
3,"defiro o pedido de desconsideração (artigo 133, cpc) para determinar o arresto cautelar junto ao patrimônio da reclamada teleinformações ltda, devendo a secretaria do juízo utilizar todos os meios de constrição patrimonial disponíveis (bacenjud, infojud, renajud, infoseg, etc). "
0,nego provimento aos embargos de declaração. 
2,"defiro o pedido retro, concedendo o prazo de 60 dias para a juntada de manifestação. "
2,"julgo procedente o pedido inicial, declarando rescindido o contrato e consolidando nas mãos do autor a propriedade e a posse plena e exclusiva do bem, cuja apreensão liminar torno definitiva. "
0,"extingo o feito assinado eletronicamente. julgo extinto o feito, sem resolução do mérito, por ausência dos pressupostos processuais (artigo 485, iv, do cpc)."" à toda evidência é de manter-se a decisão recorrida por seus próprios fundamentos. "
3,julgo extinta a execução. 
3,"nego provimento, portanto."" há de se destacar, ad argumentandum, que o juízo não está adstrito a responder, uma a uma, às indagações ou teses apresentadas pelas partes, quando demonstre os aspectos que firmaram o seu convencimento acerca da questão litigiosa, pois que ""dirimida a controvérsia de forma objetiva e fundamentada, não fica o órgão julgador obrigado a apreciar um a um os questionamentos suscitados pelo embargante, como se órgão de consulta fosse, mormente se notório seu propósito de reforma do julgado"" (stj, resp 573.761-go, rel. "
0,defiro o sobrestamento do feito pelo prazo requerido ? 30 dias. 
0,"homologo o cálculo, fixando o débito em r$ 8.914,11, sem prejuízo de futuras atualizações e acréscimos legais. "
2,"defiro o quanto requerido pelo reclamante e determino: - a citação da reclamada por edital - que sejam oficiadas a agro industrial campo lindo e a fafen para que informem acerca da existência de crédito em favor da reclamada e, no caso da fafen-se/petrobras, em caso positivo, que seja bloqueada a quantia devida neste processo. "
2,homologo a atualização efetuada pela secretaria. 
2,"defiro a gratuidade da justiça, bem como a prioridade na tramitação. "
3,"julgo improcedente a acusação para absolver o réu carlos daniel santana charupa por falta de provas, da imputação que lhe foi feita, com fulcro no art. 386, vii do cpp.custas ex lege.aguarde-se eventual trânsito em julgado.int. "
3,"nego provimento ao recurso.acórdãocabeçalho do acórdãoacordam os excelentíssimos desembargadores da 4ª turma do tribunal regional do trabalho da quinta região, alcino felizola, paulo sá, sob a presidência da excelentíssima desembargadora federal ana lúcia bezerra e com a presença da ex.ma representante do d. "
2,julgado procedente em parte do pedido 
3,"julgo procedentes, em parte, os embargos de declaração opostos pela exequente para suprir as omissões verificadas, sem, conduto, conferir efeito modificativo ao julgado. "
1,extinto o processo por abandono da causa pelo autor 
0,"julgo extinta a presente execução, nos termos do art. 794, inc. "
2,defiro a imissão prévia. 
2,"acolho o pedido de fl. 254 e determino o arquivamento dos presentes autos, em relação ao investigado david singulani da silva, com as ressalvas do art. 18 do código de processo penal. "
3,"julgo improcedentes os embargos opostos por incomsol indústria e comércio metalúrgica ltda. condeno a embargante no pagamento das despesas processuais, bem como dos honorários advocatícios, que fixo em 10% do valor dado à causa. "
0,"defiro o pedido de desarquivamento e vista formulado por renata cristina de freitas, pelo prazo de dez (10) dias. "
1,"defiro a permanência dos autos em cartório pelo prazo de 90 (noventa) dias, conforme requerido à fl. 371. "
0,"defiro a habilitação, diante dos documentos apresentados. "
1,"acolho a preliminar de ilegitimidade passiva aduzida pelo réu. julgo extinto o processo sem resolução do mérito por ilegitimidade passiva quanto ao pedido de repetição de indébito do período de 03/2007 a 02/2008 e parcialmente procedentes os demais pedidos formulados por maria silva em face do instituto nacional do seguro social inss. condeno o réu ao pagamento, em favor da autora, do benefício auxílio-doença acidentário, espécie 91, a partir do 16º dia da data do acidente até 14/08/2006, de 31/08/2007 a 31/10/2008 e de 21/11/2009 a 28/01/2010, devendo as parcelas vencidas deverão ser acrescidas de correção monetária, calculadas a partir de cada um dos vencimentos, e de juros de mora a contar da citação, observados os critérios previstos na lei 11.960/09. condeno o réu, ainda, a efetuar o pagamento, em favor da autora, dos valores correspondentes às diferenças entre o benefício auxílio-doença, espécie 31, e o benefício auxílio-doença, espécie 91, do período compreendido entre 09/03/2010 a 16/04/2010, monetariamente acrescidas de correção monetária, calculadas a partir de cada um dos vencimentos, e de juros de mora a contar da citação, observados os critérios previstos na lei 11.960/09. condeno o réu, outrossim, ao pagamento, em favor da autora, do benefício auxílio-acidente, na proporção de 50% do salário de benefício, nos termos do artigo 86, parágrafo 1º. condeno o réu, ainda, ao pagamento de honorários advocatícios equivalentes a 15% do valor da condenação, incidente sobre as parcelas devidas até a data da prolação da sentença (art. 20, § 3º do código de processo civil e súmula 111 do superior tribunal de justiça). "
3,"julgo improcedentes os pedidos deduzidos na inicial, consoante fundamentação supra, que faz parte integrante do presente dispositivo. "
0,defiro a expedição dos mandados de levantamento. 
0,"defiro o pedido retro, pelo prazo de 5 dias. "
3,"condeno a empregadora ao pagamento de horas extras, consideradas essas as excedentes da 44.ª hora semanal (conforme limitação da exordial: ""a partir da 44ª hora semanal"" - fl. 11). condeno a eficaz ao pagamento de diferenças salariais, considerado o salário isonômico ora fixado (r$ 2.000,00). "
2,"defiro o requerimento. 02- atualize-se a dívida e promova-se a penhora no rosto dos processos 1246-92.2018.8.17.8233 e 391-79.2019.8.17.8233, no juizado especial cível e das relações de consumo de goiana/pe. 03- anexe-se aos autos a titularidade do veículo pci-7500 e o contrato social da empresa d m silva artefatos, cnpj 16.570.059/0001-55. 04- cumprido todos os itens acima, voltem os autos conclusos. "
1,"julgo extinto o processo sem apreciação do mérito, na forma do art. 76 § 1º, inciso i, c/c art. 485, iii, todos do ncpc. "
0,"declaro extinta a obrigação, com fundamento no artigo 924, ii, do código de processo civil. "
0,"declaro suspensa a execução, pelo prazo de 01 ano. "
3,"condeno a reclamada a pagar ao reclamante as seguintes verbas: - salário de agosto de 2013 e 04 dias de saldo de salário de setembro de 2013 aviso prévio de 30 dias 07/12 férias proporcionais 1/3 07/12 avos de 13º salário proporcional depósito fgts de todo o contrato indenização de 40% sobre o fgts multa do art. 477 da clt, bem como a incidência do percentual de 50% (multa do art.467) sobre as verbas tipicamente rescisórias. condeno a reclamada a pagar ao reclamante, 07h por cada dia de efetivo serviço, durante todo o período contratual, com o adicional de 50%, relativas às horas in itinere, devendo ser o cálculo efetuado com base nos cartões de ponto juntados. julgo improcedente o pedido neste particular. "
0,"defiro à parte reclamante a gratuidade judiciária plena, nos termos do art. 5º, incisos xxxv e lxxiv da cf/88, dando ao comando do art. 790, §§ 3º e 4º da clt, interpretação conforme a constituição federal para conferir efetividade máxima à regra constitucional que garante ao cidadão trabalhador amplo e irrestrito acesso ao poder judiciário, sem necessidade de comprovar insuficiência de recursos para o pagamento das custas do processo, ressaltando-se que nem no processo comum, que rege as relações de direito privado, sem viés social, o cidadão é tratado com tamanho rigor, conforme o disposto nos §§ 2º e 3º do art.99 do cpc/2015, não se amoldando a letra fria dos dispositivos celetistas reformados pela lei 13.467/17 aos parâmetros constitucionais do amplo acesso à justiça, assim como aos princípios da isonomia, valorização do trabalho e de proteção à dignidade da pessoa humana (art. 1º cf/88), ressaltando-se, ainda, o evidente viés discriminatório do novo comando celetista, considerando o conjunto dos jurisdicionais brasileiros, que não estão submetidos a exigências dessa ordem. defiro à parte reclamante a gratuidade judiciária plena, dando máxima efetividade ao comando do art. decide este juízo: i) rejeitar as arguições preliminares de incompetência absoluta da justiça do trabalho e de inépcia da inicial, bem como a prejudicial de prescrição suscitadas na peça contestatória do município reclamado, por falta de amparo legal. "
1,julgo extinto o processo sem julgamento de mérito em relação ao ré... 
1,sentenca - homologacao do calculo do imposto 
3,"julgo improcedente a impugnação aos cálculos de liquidação apresentada pela executada, br hotel ltda, nos autos da ação trabalhista movida por marcia silva domingos, nos termos da fundamentação supra, e fixo o débito total remanescente do réu em r$6.776,54, atualizado até 01/10/2018, conforme planilha de id 28999ea. "
0,acolho o pedido de fls 610. 
2,"julgo procedente, em parte a pretensão deduzida na presente reclamação trabalhista para condenar a empresa baiana de alimentos s/a - ebal a pagar a valterlei de sousa cerqueira dos santos, reclamante, as verbas deferidas indicadas na planilha de cálculo anexa, tudo nos termos da fundamentação supra, que integram este decisum como se nele estivessem literalmente transcritas. "
1,extinto o processo por desistência 
3,"defiro o pleito formulado no item 10 do petitório."" confirmo. "
0,"declaro a extinção da punibilidade pela prescrição da pretensão punitiva quanto ao réu luiz ferreira viana, no tocante ao crime que lhe foi imputado nestes autos. "
